field,source_id,RA,Dec,mag_nb,mag_bb,line_flux_erg_cm2_s,logL_Lya_erg_s,area_arcsec2,priority
j0022,354,5.118183175213614,-0.7587556110334106,25.075645,25.979574,2.5036343257569962e-17,42.327073341720215,38.640313289433415,3
j0022,429,6.008670432213442,-0.6795007340948733,25.276072,28.019228,3.389403370291698e-17,42.45862570142523,37.39485341201173,3
j0022,576,5.268441579064435,-0.565927874613159,25.338293,26.324112,2.075594813845687e-17,42.24564502134015,36.838619115110745,3
j0022,541,5.944593731103916,-0.5917329351527761,25.606194,26.434357,1.450415968132417e-17,42.08999501687174,36.75941713708593,3
j0022,677,5.718420511065667,-0.4003298187557712,25.355469,26.9897,2.664026523118977e-17,42.35404098882661,36.58332367225773,3
j0022,516,5.638343369274332,-0.6123284487637067,25.389317,28.427006,3.1167266760065304e-17,42.42220116258261,35.54869183305033,3
j0022,717,5.440579336212069,-0.369818205137522,25.384403,26.337475,1.948114887200518e-17,42.21811700963339,35.08161418286529,3
j0022,125,5.847843058988072,-0.9450476183004948,25.62343,26.6664,1.6515308093393464e-17,42.146389124334405,34.64913934446432,3
j0022,378,5.251668379517778,-0.7313838085325695,25.862188,29.34198,2.0600456524971485e-17,42.24237928929841,34.41599768563268,3
j0022,641,5.223355402193838,-0.4428428143135595,24.79151,25.578913,2.968915122767348e-17,42.401100226346216,33.9014409958697,3
j0022,131,5.144214033939651,-0.9370177424184728,25.097425,26.16599,2.7196664098595637e-17,42.36301808186051,33.81352567073851,3
j0022,228,5.30078315577858,-0.8574449874756118,25.531893,27.414463,2.396576375432532e-17,42.308093718346505,33.473286228212274,3
j0022,673,5.56709949835812,-0.406058686185667,24.857697,26.041105,3.594779437670945e-17,42.48417469329763,33.41773265624841,3
j0022,252,5.522211567819939,-0.8446949992765849,25.324043,99.0,3.524653270938657e-17,42.47561884524089,33.39080754553605,3
j0022,8,5.441164260022984,-1.1858962189336535,25.083527,26.03975,2.575487363805523e-17,42.33936186788858,32.929929522182064,3
j0022,34,5.400818274820329,-1.1228786865633742,25.269522,26.743841,2.752936530162981e-17,42.3682986431692,32.76911148266738,3
j0022,779,5.396429698422417,-0.3154297415872607,25.11022,26.375431,2.953536734141548e-17,42.398844821155066,32.76290440152796,3
j0022,10,5.688377485778567,-1.1859193792383738,24.801334,25.815231,3.462240170262536e-17,42.46785963538235,32.61536567372571,3
j0022,634,5.27881289881287,-0.527969856887705,25.67444,26.564232,1.4277414676935274e-17,42.083152017922586,32.574312437560856,3
j0022,390,5.724245114204525,-0.7137717476758909,25.458208,27.023401,2.3781051172178745e-17,42.3047334918904,32.40622837510166,3
j0022,19,5.609581991492484,-1.15237679758883,25.051416,26.15214,2.8868114157110494e-17,42.38892085847827,32.07734010700687,3
j0022,347,5.362017226209496,-0.764723036861734,25.12235,26.604065,3.1599826059758124e-17,42.42818713652416,32.04750318883444,3
j0022,547,5.196300691004725,-0.5887433044801207,25.341282,26.148071,1.8190510452064418e-17,42.18834733062593,31.24727652766284,3
j0022,493,5.246333875804385,-0.6364832593329545,25.06141,26.324741,3.0869187373990503e-17,42.41802764136498,31.11406517928477,3
j0022,159,5.549240801463307,-0.913868347008594,25.465782,26.319118,1.6837219648560428e-17,42.154772821944896,31.025588427320656,3
j0022,422,5.23073952019832,-0.6853873714244094,25.520369,29.551086,2.869787249471808e-17,42.38635214613931,30.959907523857773,3
j0022,180,5.4422428488668215,-0.8982996426985566,24.79554,25.745636,3.34434362696729e-17,42.4528133387134,30.75073005376005,3
j0022,100,5.551386364649347,-1.0532363214041416,24.87697,25.74023,2.918036690982252e-17,42.3935931928088,30.6960317260137,3
j0022,304,5.703846635050964,-0.7991872304668137,25.097647,26.83768,3.467547592351041e-17,42.46852487497,30.41638335129742,3
j0022,7,5.386117648846441,-1.1921143261539615,24.685684,25.58243,3.5672267540271035e-17,42.480833161000646,30.392544370465195,3
j0022,532,5.120107312771723,-0.6011955869213327,25.646338,26.495117,1.4207447836084526e-17,42.081018514628056,30.21948042283801,3
j0022,315,5.780318298201983,-0.7872415627348706,25.932808,27.311514,1.4468150726285085e-17,42.08891546896513,29.629568447995144,3
j0022,772,5.842977218809033,-0.3232366344440534,25.906322,28.248549,1.823197622065621e-17,42.18933619019663,29.59985035303416,3
j0022,172,5.578434481858407,-0.904370583787304,25.336,27.132206,2.819471566028728e-17,42.37867016360754,29.4540185301446,3
j0022,218,5.1736433944754445,-0.8656846498160801,25.0574,26.603552,3.421109640718151e-17,42.462669437263536,29.42714851992558,3
j0022,460,5.71851328607778,-0.6576978991212763,25.060764,25.863548,2.34743602658686e-17,42.29909620996458,29.05377731957971,3
j0022,559,5.6165236477855,-0.5824818845331649,24.968517,25.928873,2.870978479843096e-17,42.38653238160222,29.037625523579635,3
j0022,474,5.286946389182425,-0.6466722268695704,24.953129,25.84045,2.7694515335508965e-17,42.37089621369094,29.010613754370183,3
j0022,181,5.377656065968597,-0.8964198818847705,25.67523,26.765623,1.6162997593140302e-17,42.1370243527193,28.795361275811715,3
j0022,468,5.30648407060537,-0.6517428337209956,24.801926,25.74985,3.31997208726255e-17,42.44963687683849,28.7525813307404,3
j0022,118,5.834431820289222,-1.0288418731776867,25.267189,26.270739,2.240339569551428e-17,42.27881629404604,28.45753142815564,3
j0022,660,5.524418823866163,-0.4189931725975701,25.60339,99.0,2.7250696117437518e-17,42.36388004524088,28.20038060597778,3
j0022,373,5.604817366857727,-0.7369193330366229,25.683607,27.489164,2.051183595172653e-17,42.24050697893888,28.065191781298783,3
j0022,737,5.5611876247266,-0.351508968881974,25.13581,26.296488,2.7526301597014893e-17,42.36825030845328,28.02473352422902,3
j0022,281,5.568684006938973,-0.8192661085409281,25.92774,27.726889,1.6358729325396457e-17,42.14225201100738,27.5016236908482,3
